ID,ReviewRating,ProfilePhoto,Tokens,Characters,Paragraphs,Sentences,Sentences per Paragraph,Tokens per Sentence,Characters per Token,Passive Sentences,Review Polarity,Title Depth,Title Polarity,SimilarWords,HardToSpellWords,Nouns,Verbs,Adverbs,Adjectives,NetLingo,Smileys,Hash,SpellMistakes%,StopWords%,SMOG,FLESCH_READING,FLESCH_KINCAID,ARI,COLEMAN_LIAU,GUNNING_FOG,SMOG_INDEX,COMPLEXWORDS,SYLLABLES,AboutDisclosure,BadgeCount,MemberSince,PastRatings,AveragPastRatings,Past Reviews,HelpfulVotes,TotalVotes,Label
2630,7,0,189,888,1,12,12,15.7,4.5,63.2,-0.697314093,5,-0.083333333,36,2.222222222,0.010486699,0.001553585,0.005437548,0.004660755,0.008724359,0.159481285,0.007328462,2.222222222,44.44444444,10.317,67.129,7.933,6.96,8.542,10,9.892,19,284,0,2,7,0,0,0,694,1070,High
2640,8,0,991,5.046,11,49,4.9,20.1,4.9,49.9,15.65184259,7,0.34,40.10327022,1.893287435,0.062674822,0.011219567,0.02630795,0.031724293,0.008689124,0.159879882,0.007298864,5.938037866,42.85714286,13.57,51.174,11.16,11.159,11.273,14.4,13.01,167,1619,0,2,7,0,0,0,843,1388,High
2642,10,0,441,2.046,4,21,5.2,21,4.5,55.6,3.058748775,6,0.3,35.8,2.4,0.025876019,0.006179348,0.010427649,0.013903533,0.00867405,0.15960252,0.007286202,4.2,47.8,12.541,57.574,10.541,9.999,9.134,13.2,12.024,57,677,0,2,7,0,0,0,751,1216,High
2643,10,0,545,2.616,1,38,38,14.3,4.6,65.2,6.240293843,4,0.579545455,38.84430177,3.04975923,0.041621384,0.006936897,0.010405346,0.017342243,0.008655341,0.159258272,0.007270486,3.210272873,43.98073836,11.366,64.777,7.879,7.209,8.816,11.2,10.897,79,840,0,2,7,0,0,0,699,1144,High
2635,0,0,982,4.414001,9,72,9,13.5,4.3,74,2.037377641,14,-0.046733536,30.8419244,2.233676976,0.056427126,0.0191929,0.025718486,0.02111219,0.0086206,0.158963873,0.007241304,3.264604811,47.85223368,9.481,74.76,6.382,5.055,6.384,8.8,9.09,89,1430,0,4,12,0,0,0,358,463,High
2643,10,0,206,1.033,5,11,2.2,18.7,4.8,52.3,3.594159423,6,0,33.61344538,3.781512605,0.010355779,0.001150642,0.0072874,0.007670947,0.008613532,0.158833521,0.007235366,3.781512605,49.15966387,11.741,60.594,9.821,9.601,9.387,12.4,11.257,25,330,0,4,12,0,0,0,678,1103,High
2629,1,0,417,1.83,8,24,3,17.3,4.2,74.2,5.86346956,4,-0.541666667,26.99386503,1.63599182,0.023357508,0.009572749,0.010338569,0.009189839,0.008599044,0.158566367,0.007223197,1.022494888,52.7607362,10.222,73.415,7.491,6.628,7.033,10.4,9.801,37,588,0,4,12,0,0,0,493,775,High
2636,1,0,868,3.945,16,61,3.8,14.2,4.4,71.3,-5.596403854,11,-1.261363636,33.53596758,1.418439716,0.056859161,0.019080255,0.01869865,0.019080255,0.00856995,0.158372669,0.007198758,3.444782168,48.63221884,9.767,74.38,6.549,6.084,7.384,9.2,9.364,81,1229,0,4,12,0,0,0,426,649,High
2600,1,0,231,1.076,6,11,1.8,21,4.5,54.7,-1.867315029,1,0,32.69961977,1.140684411,0.015250412,0.004575124,0.006100165,0.005718904,0.00856223,0.158230016,0.007192273,1.901140684,52.09125475,13.187,53.292,11.639,11.183,9.353,14.4,12.644,31,359,0,4,12,0,0,0,325,466,High
2630,5,0,259,1.282,4,15,3.7,17.2,4.7,62.2,-0.491916163,6,0.073644421,43.37748344,2.317880795,0.014092124,0.006093892,0.00418955,0.01066431,0.008553383,0.158750795,0.007184842,6.622516556,40.72847682,10.65,63.462,8.863,9.056,10.11,10.4,10.211,26,398,0,4,12,0,0,0,251,345,High
2622,4,0,920,4.533,3,45,15,20.4,4.5,50.5,1.500871507,18,0,42.23227753,1.809954751,0.042123319,0.009107745,0.010246213,0.02352834,0.008514754,0.158033841,0.007152394,6.259426848,26.69683258,8.783,76.866,4.815,3.598,6.768,7.6,8.42,95,1268,0,4,12,0,0,0,250,354,High
2638,10,0,386,1.913,5,14,2.8,27.5,4.8,44.9,5.262107033,8,0,39.9543379,3.881278539,0.023113502,0.006820378,0.010230567,0.012504026,0.008502071,0.15779844,0.00714174,3.196347032,47.03196347,14.757,45.718,13.927,14.709,10.662,16.8,14.148,58,621,0,4,12,0,0,0,490,836,Low
2498,1,0,512,2.627,12,24,2,21.3,4.9,50.5,5.186990626,7,0,41.42614601,2.716468591,0.038572514,0.007563238,0.00983221,0.017017286,0.008485075,0.158501196,0.007127463,5.942275042,44.31239389,14.192,46.042,13.247,14.491,11.988,15.6,13.607,75,821,0,4,12,0,0,0,193,271,High
2635,4,0,522,2.468,10,42,4.2,12.4,4.5,67.9,1.342292505,6,-0.526258503,32.26324238,2.086677368,0.031700745,0.007547796,0.009812135,0.018114711,0.008805858,0.158166756,0.007112424,3.370786517,44.14125201,10.763,69.034,6.801,5.636,8.068,10,10.319,75,791,0,4,12,0,0,0,276,437,High
2631,0,0,207,867,1,7,7,27.7,4.1,64.4,-0.021390471,9,0.416666667,28.69955157,2.69058296,0.013952471,0.003016751,0.006033501,0.00490222,0.008799212,0.158047387,0.007107056,0.448430493,62.78026906,26.683,-115.553,80.304,100.484,8.478,85.2,25.583,17,277,0,8,17,0,0,121,244,399,High
2531,1,0,281,1.226,1,20,20,14,4.1,73.6,1.490139702,2,0,32.12121212,2.727272727,0.014690815,0.006027001,0.008287126,0.006027001,0.008789396,0.158209127,0.007099127,1.212121212,47.27272727,9.121,74.624,6.354,5.145,6.616,8.4,8.745,22,393,0,8,17,0,0,121,158,234,High
2522,1,0,276,1.261,6,13,2.1,21.2,4.4,64.5,1.04991343,1,0,28.97196262,2.180685358,0.015427337,0.005644148,0.006396701,0.006396701,0.008779868,0.158375319,0.007091432,2.180685358,50.46728972,11.538,63.695,10.275,10.376,8.124,12.8,11.062,26,401,0,8,17,0,0,121,165,254,High
2489,1,0,465,1.954,7,30,4.2,15.5,4,79.9,-1.106217556,8,0.249654232,32.04225352,1.056338028,0.020657277,0.010140845,0.015774648,0.012018779,0.00876306,0.160094371,0.007077856,2.816901408,47.53521127,8.842,81.942,5.764,4.573,5.818,8.4,8.477,30,611,0,8,17,0,0,121,118,162,High
2520,1,0,131,576,4,6,1.5,21.8,4.2,66.4,0.126761512,1,0,28.8590604,2.013422819,0.006381645,0.001876954,0.001876954,0.003753909,0.008758662,0.160014014,0.007074304,0,52.34899329,11.208,66.105,9.587,9.069,7.375,12,10.746,12,187,0,8,17,0,0,121,150,236,High
2532,1,0,329,1.835,5,22,4.4,14.7,5.3,46.7,2.300466583,18,-0.425637959,40.09779951,3.91198044,0.027368192,0.003749067,0.003749067,0.011622109,0.008746611,0.159793849,0.00706457,2.93398533,33.00733496,12.705,50.12,10.374,10.246,12.48,13.2,12.181,59,574,0,8,17,0,0,121,89,130,High
2467,1,0,801,3.652,7,40,5.7,20,4.4,68.9,1.077057651,11,0,29.89010989,1.648351648,0.040736699,0.009717011,0.020928946,0.016444172,0.008719916,0.159306163,0.007043009,1.868131868,51.53846154,11.584,67.807,8.67,8.455,8.32,12,11.106,92,1159,0,8,17,0,0,121,76,109,High
2363,1,0,392,1.771,1,34,34,11.5,4.3,77.2,2.993285179,3,0,31.68539326,1.573033708,0.024256537,0.007090372,0.008583082,0.010075792,0.008706922,0.159068761,0.007032514,2.471910112,47.41573034,9.497,76.355,5.598,4.73,7.392,8.8,9.105,41,555,0,8,17,0,0,121,82,121,High
2629,9,0,582,3.03,6,26,5.2,22.2,5,37.4,2.494082109,17,0.136498029,42.39631336,3.840245776,0.040213579,0.008191655,0.014893918,0.020479137,0.008687981,0.159391039,0.007017216,4.608294931,43.62519201,15.173,38.87,13.312,12.877,12.323,16.8,14.547,120,1024,0,8,17,0,0,121,120,202,Low
2504,1,0,249,1.152,7,17,3.4,14,4.1,81,-0.167235776,4,0,30.68965517,1.724137931,0.013019719,0.002231952,0.006695856,0.006323864,0.00867957,0.159236732,0.007010422,1.724137931,44.82758621,9.325,78.759,5.986,5.066,5.992,8.4,8.941,20,339,0,8,17,0,0,121,66,97,High
2464,0,0,285,1.461,2,17,8.5,15.4,5,55.8,0.644330031,5,-0.534090909,40,3.333333333,0.0152345,0.005202024,0.004458878,0.008917756,0.008670019,0.159061504,0.007002708,6.96969697,41.51515152,12.262,58.385,9.201,9.228,11.257,12.4,11.756,46,461,0,2,14,0,0,126,69,104,High
2629,1,0,322,1.573,4,13,3.2,24.7,4.7,54.2,2.358010027,10,0,39.88919668,1.385041551,0.018926813,0.004824482,0.008164507,0.009277849,0.008659595,0.158870256,0.006994288,5.540166205,48.47645429,12.541,56.279,11.354,11.933,9.96,13.6,12.024,38,500,0,2,14,0,0,126,61,89,High
2620,1,0,615,2.745,4,53,13.2,11.6,4.3,76.3,-0.026466913,8,0.083333333,32.10382514,2.595628415,0.034800637,0.011847025,0.014808782,0.014438562,0.008638534,0.16080963,0.006977277,3.005464481,45.6284153,9.354,77.547,5.714,4.597,6.515,8.8,8.969,57,866,0,2,14,0,0,126,135,237,Low
2412,1,0,730,3.603,7,26,3.7,28,4.8,44.5,3.738226253,7,0,42.78606965,2.860696517,0.050212665,0.005538162,0.00959948,0.017352906,0.008615519,0.160381204,0.006958689,4.47761194,45.64676617,14.718,46.57,13.739,15.075,11.294,16.8,14.111,107,1137,0,2,14,0,0,126,55,78,High
2628,1,0,366,1.875,11,27,2.4,13.2,4.9,56.6,2.046144011,6,0.041666667,36.55913978,0.860215054,0.026544464,0.00589877,0.008110808,0.012534886,0.008602264,0.161127029,0.006947983,4.516129032,41.93548387,12.022,58.072,8.848,7.457,9.041,12,11.526,63,610,0,2,14,0,0,126,63,95,High
2635,6,0,683,3.041,14,29,2.6,22.1,4.3,64.7,3.346957666,10,0,33.8961039,1.558441558,0.039714643,0.013238214,0.011767302,0.015812312,0.008580405,0.162367664,0.006930327,4.415584416,46.23376623,12.341,59.708,11.857,12.343,8.002,14.4,11.832,65,979,0,2,14,0,0,126,90,150,Low
2612,1,0,315,1.347,4,15,3.7,21,4,71.9,1.072908723,5,-0.011824073,32.15258856,1.36239782,0.015793089,0.003672811,0.011385715,0.00661106,0.008570025,0.162500865,0.006921944,1.634877384,52.58855586,10.355,72.803,8.388,8.102,6.834,11.2,9.928,24,424,0,2,14,0,0,126,91,154,Low
2431,2,0,214,987,4,9,2.2,23.7,4.4,63.6,0.850326986,3,0.75,33.86454183,1.593625498,0.013210961,0.001834856,0.004036682,0.004770625,0.008562941,0.162366533,0.006916222,2.390438247,49.40239044,13.925,51.144,13.969,14.389,9.252,16.8,13.351,25,323,0,2,14,0,0,126,49,71,High
2619,1,0,106,499,3,4,2,17.5,4.7,57.3,1.34580202,6,-0.190373726,40.47619048,0.793650794,0.008070107,0.001834115,0.002934584,0.001834115,0.008559389,0.162299184,0.006913353,3.968253968,42.85714286,15.903,45.619,15.591,17.377,10.845,19.6,15.247,15,156,0,2,14,0,0,126,58,89,High
2630,1,0,982,4.426,17,69,4.3,14.2,4.3,72.2,4.238827429,2,0,29.13732394,1.672535211,0.062859064,0.01169471,0.023754879,0.019369363,0.008527498,0.163334383,0.006887594,1.496478873,51.76056338,10.335,72.44,6.889,6.145,8.286,10,9.908,105,1397,0,2,14,0,0,126,86,146,Low
2429,0,0,201,916,4,7,1.7,28.7,4.3,59.5,-0.240419994,6,-0.069565273,33.92070485,2.202643172,0.011685997,0.001825937,0.006208186,0.005112624,0.008521154,0.163212868,0.00688247,4.405286344,49.33920705,13.707,54.917,12.839,13.344,8.463,16,13.142,24,295,0,3,11,0,0,557,44,63,High
2497,1,0,389,1.736,6,14,2.3,27.7,4.3,61.2,-0.865870523,5,0,30.18867925,2.358490566,0.020420889,0.004011246,0.007293175,0.010210445,0.008509329,0.163313664,0.00687292,2.358490566,56.60377358,11.9,57.496,12.143,12.937,8.804,14,11.409,33,557,0,3,11,0,0,557,49,74,High
2630,1,0,142,668,2,9,4.5,15.7,4.5,60.7,3.664459585,7,0.238636364,38.18181818,3.03030303,0.011298323,0.002915696,0.002551234,0.003280158,0.008504736,0.163225519,0.00686921,3.636363636,44.84848485,11.645,60.767,8.841,7.403,9.044,11.6,11.165,20,225,0,3,11,0,0,557,91,159,Low
2374,9,0,708,3.48,6,31,5.1,22.7,4.8,50.9,6.055563898,10,0.051020408,40.67164179,3.233830846,0.038894382,0.007269978,0.014539956,0.020355938,0.008482428,0.163123622,0.006851192,6.467661692,43.4079602,13.126,52.965,11.485,11.717,10.524,14,12.585,98,1119,0,3,11,0,0,557,38,54,High
2132,1,0,261,1.228,4,13,3.2,18.6,4.6,58.6,-0.860297255,13,0.287878788,33.79310345,1.379310345,0.015252151,0.004720904,0.005447197,0.009804954,0.008474411,0.163621311,0.006844716,3.448275862,51.37931034,12.885,57.68,10.7,10.691,9.561,14,12.354,35,397,0,3,11,0,0,557,33,45,High
2628,0,0,260,1.095,1,8,8,32.5,4.1,58.3,-1.40341453,14,-0.217773749,35.03649635,2.189781022,0.017414461,0.003990814,0.004353615,0.010158435,0.008466849,0.163475316,0.006838609,2.919708029,54.01459854,13.228,58.678,13.087,14.265,8.673,16.4,12.682,25,352,0,3,11,0,0,557,91,161,Low
2161,2,0,243,1.153,5,17,3.4,14.2,4.6,63.8,0.481477397,4,0,36.10108303,1.444043321,0.01304901,0.00289978,0.007974395,0.006524505,0.008459218,0.163327987,0.006832446,3.610108303,47.29241877,11.333,66.153,7.976,7.053,8.893,10.8,10.866,33,374,0,3,11,0,0,557,28,37,High
2394,4,0,336,1.601,5,14,2.8,24,4.6,55.1,2.628770558,3,0.045454545,31.49606299,2.099737533,0.017376698,0.005430218,0.009774393,0.011222451,0.008448745,0.163125776,0.006823987,1.57480315,51.70603675,13.024,55.339,11.68,12.068,9.637,14.4,12.487,42,517,0,3,11,0,0,557,29,39,High
2432,1,0,156,655,5,0,0,0,0,0,-1.433229428,3,0,32.20338983,3.389830508,0.010492192,0.001447199,0.001808999,0.003979797,0.008443889,0.163356771,0.006820064,5.084745763,53.10734463,17.122,-57.773,60.817,76.11,6.76,64.8,16.416,6,194,0,3,11,0,0,557,44,69,High
2393,5,0,228,1.115,5,13,2.6,17.5,4.7,57.3,1.505526978,2,0,30.15267176,2.671755725,0.009760471,0.005422484,0.006145482,0.005422484,0.00843671,0.163217891,0.006814266,0.381679389,51.14503817,12.719,54.666,10.829,11.1,10.806,13.2,12.195,31,356,0,3,11,0,0,557,30,42,High
2507,0,0,923,4.521,6,43,7.1,21.4,4.6,58,-4.065071131,1,0,35.51160791,1.805674979,0.051872825,0.010086383,0.021253449,0.026656868,0.008404991,0.164543868,0.006788647,7.996560619,41.53052451,12.849,56.78,11.746,11.694,8.497,14.4,12.319,110,1435,0,2,10,0,0,0,35,52,High
2624,6,0,379,1.741,6,29,4.8,13,4.4,71.2,3.062863199,4,0.166666667,33.5600907,2.040816327,0.020504187,0.007194452,0.010431955,0.009352787,0.008393026,0.164309625,0.007101791,3.401360544,46.93877551,8.634,77.741,5.974,5.052,6.362,8,8.278,26,543,0,2,10,0,0,0,35,52,High
2613,4,0,128,555,1,4,4,32,4.1,60,0.264671091,4,0.102189781,34,1.333333333,0.008988764,0.003235955,0.003235955,0.002876404,0.008388964,0.164230103,0.007098354,1.333333333,49.33333333,12.162,61.181,12.924,13.625,7.403,16,11.66,10,175,0,2,10,0,0,0,41,64,High
2517,4,0,353,1.621,8,26,4.3,13.2,4.3,70.7,-0.667029799,8,0,31.9047619,1.904761905,0.018313111,0.002872645,0.007899773,0.00574529,0.008377611,0.164007849,0.007088748,3.80952381,43.33333333,9.817,72.648,6.494,5.089,6.887,9.2,9.412,37,521,0,2,10,0,0,0,43,68,High
2619,2,0,631,2.82,15,37,2.6,17,4.2,67.3,1.909526336,10,0,31.88602442,1.763907734,0.032601063,0.00931459,0.017196165,0.015046645,0.008357764,0.16394075,0.007071954,2.170963365,45.59023066,9.902,70.151,7.765,6.753,7.645,10,9.493,52,900,0,2,10,0,0,0,91,164,Low
2405,4,0,996,4.889,8,39,4.8,25.5,4.7,51.5,-1.221514768,16,-0.23636472,38.04159445,2.772963605,0.056035206,0.016061046,0.014633398,0.029266795,0.008326875,0.164615907,0.007045817,6.065857886,44.02079723,14.016,51.998,12.734,13.559,10.023,16,13.438,138,1549,0,2,10,0,0,0,32,47,High
2389,5,0,188,888,3,6,2,31.3,4.6,52.4,-0.212943348,5,0,38.20754717,2.830188679,0.007846662,0.002496665,0.003209998,0.007846662,0.008321225,0.164504215,0.007041036,4.716981132,46.22641509,17.122,42.895,15.143,15.772,10.922,19.6,16.416,36,296,0,2,10,0,0,0,21,26,High
2501,1,0,175,735,1,3,3,54,4,38.7,1.467005519,6,0,34.39153439,2.116402116,0.011049645,0.002851521,0.004277282,0.003207961,0.008316195,0.164404768,0.00703678,6.878306878,56.61375661,15.903,32.716,23.353,27.149,8.059,26.8,15.247,15,239,0,2,10,0,0,0,33,50,High
2406,2,0,485,2.275,4,16,4,30.3,4.5,53.7,1.053081029,5,-0.560606061,42.59259259,2.592592593,0.030599102,0.007471874,0.012453123,0.009962498,0.008301855,0.165398505,0.007024647,2.962962963,43.7037037,14.757,45.434,15.599,17.34,10.844,18,14.148,58,728,0,2,10,0,0,0,24,33,High
2601,6,0,657,3.091,4,23,5.7,28.5,4.5,50.4,-1.598436777,2,0,37.70491803,2.595628415,0.037626012,0.008519097,0.01490842,0.021652705,0.008282497,0.16533138,0.007008267,4.508196721,49.72677596,13.916,49.882,13.549,14.243,9.569,16.4,13.342,82,1010,0,2,10,0,0,0,28,41,High
2302,0,1,340,1.661,6,16,2.6,21.2,4.7,55.8,-0.624584179,2,0,38.18181818,2.857142857,0.019499052,0.00389981,0.00602698,0.010635846,0.008272351,0.165128858,0.006999682,2.337662338,46.49350649,12.728,58.478,10.144,10.629,10.601,13.2,12.204,48,521,1,7,17,5516,6.030819,6094,34,53,High
2507,4,1,134,684,3,8,2.6,16.7,4.8,57.8,0.427358901,19,-0.068181818,34.3373494,1.807228916,0.009213259,0.001417424,0.002834849,0.003897917,0.008267984,0.16504169,0.006995987,6.626506024,40.36144578,12.785,63.045,9.541,9.732,9.396,13.2,12.258,20,208,1,7,17,5516,6.030819,6094,24,34,High
2445,4,1,422,2.042,7,15,2.1,28.1,4.6,48.3,4.810470914,2,0.166666667,35.30571992,1.57790927,0.024412249,0.007429815,0.013798227,0.013444427,0.008254676,0.164776028,0.006984726,3.944773176,46.35108481,14.333,48.296,14.97,16.147,9.932,18,13.742,50,648,1,7,17,5516,6.030819,6094,19,25,High
2464,5,1,422,2.039,5,31,6.2,13.6,4.6,66.7,5.277285178,6,0.166666667,36.59003831,1.340996169,0.021194898,0.006711718,0.013776683,0.014836428,0.008241018,0.164820362,0.006973169,3.831417625,41.37931034,10.203,69.331,7.241,6.351,7.75,9.6,9.782,46,639,1,7,17,5516,6.030819,6094,20,27,High
2531,3,1,339,1.493,5,12,2.4,28.2,4.3,55.6,0.748384483,8,0.461511039,34.45378151,2.521008403,0.019052122,0.004939439,0.008114793,0.012348597,0.008231703,0.164634069,0.006965288,1.680672269,56.58263305,13.024,56.578,12.572,12.966,8.08,15.6,12.487,36,497,1,7,17,5516,6.030819,6094,20,27,High
2442,1,1,410,1.963,9,31,3.4,13,4.6,64.1,-2.196923386,4,0.415,33.60655738,1.639344262,0.017614255,0.004227421,0.012329978,0.012682264,0.008219005,0.16564456,0.006954543,3.893442623,44.05737705,10.031,68.063,6.572,5.245,8.494,9.2,9.617,54,629,1,7,17,5516,6.030819,6094,21,29,High
2494,3,1,172,853,1,9,9,19.1,4.8,57,0.157244746,11,0,41.41414141,3.535353535,0.009505703,0.000704126,0.002112379,0.00457682,0.008213864,0.165540946,0.006950192,1.515151515,40.4040404,12.458,55.73,10.427,10.223,10.347,12.8,11.944,24,277,1,7,17,5516,6.030819,6094,20,28,High
2511,1,1,118,503,2,8,4,14.7,4.1,77.8,-0.667419636,3,0.019283747,29.45736434,3.100775194,0.004926802,0.002815315,0.004574887,0.000703829,0.008210518,0.16547351,0.006947361,0.775193798,57.36434109,8.842,78.75,6.534,6.452,7.349,8.8,8.477,7,157,1,7,17,5516,6.030819,6094,32,52,High
2481,5,1,142,585,5,12,2.4,11.8,4,80.4,2.432934382,1,0,25.1572327,1.257861635,0.007386434,0.00211041,0.003165614,0.002462145,0.008206397,0.165390467,0.007259505,2.51572327,52.83018868,9.957,73.048,8.11,7.288,6.428,10.8,9.547,10,190,1,7,17,5516,6.030819,6094,21,31,High
2614,1,1,340,1.796,4,18,4.5,18.8,5,50.3,1.614381546,6,0.106292517,37.71712159,2.481389578,0.020023958,0.004566868,0.009133735,0.014754496,0.008195972,0.165810818,0.007250283,2.481389578,43.67245658,13.472,51.074,10.939,11.354,12.108,14,12.916,59,560,1,7,17,5516,6.030819,6094,28,45,High
2447,0,0,169,755,6,12,2,14,4.3,74.4,1.505241057,2,0.020072993,32.82828283,2.02020202,0.011585655,0.001755402,0.002457563,0.004212965,0.00819086,0.166022424,0.00724576,4.04040404,46.96969697,9.8,75.148,6.73,5.903,7.433,9.2,9.396,15,239,1,2,15,1982,5.095863,28,22,34,High
2583,3,0,323,1.516,6,9,1.5,35.8,4.5,45.8,1.211410214,11,0.207166751,40.2173913,5.706521739,0.021390824,0.0045587,0.007013385,0.008416062,0.008181375,0.166774178,0.007552038,1.630434783,43.75,23.461,-33.017,44.778,53.866,10.623,47.6,22.494,38,499,1,2,15,1982,5.095863,28,18,27,High
2531,4,0,159,711,4,22,5.5,7.2,4.2,82.4,0.104684823,5,0.120918575,28.42105263,2.105263158,0.009462727,0.0024533,0.002102828,0.003504714,0.008176486,0.166674529,0.007547526,3.157894737,41.57894737,7.071,84.222,3.393,2.233,6.057,5.2,6.78,10,216,1,2,15,1982,5.095863,28,20,31,High
2626,1,0,466,2.169,6,41,6.8,11.3,4.5,69.8,5.853865971,3,0,33.63970588,4.595588235,0.027639773,0.010496116,0.007347282,0.013644951,0.008162522,0.166389873,0.007534636,2.941176471,45.77205882,10.332,72.262,6.289,4.911,7.317,9.6,9.906,62,703,1,2,15,1982,5.095863,28,94,179,Low
2466,1,0,880,3.948,17,33,2,26.5,4.3,59.9,-2.358908073,4,-0.541666667,35.97560976,1.524390244,0.047083771,0.012555672,0.019879814,0.024413807,0.008137384,0.166190421,0.007511431,3.150406504,49.79674797,12.631,57.831,12.605,13.332,8.017,15.2,12.11,83,1256,1,2,15,1982,5.095863,28,17,26,High
2556,1,0,190,759,1,10,10,19,3.9,76.2,-0.687381066,6,-0.004791975,31.10047847,0.4784689,0.010456131,0.003136839,0.006622216,0.003136839,0.008132065,0.166081784,0.007506521,2.392344498,55.02392344,8.842,77.503,7.12,6.434,6.29,9.2,8.477,10,245,1,2,15,1982,5.095863,28,21,34,High
2615,1,0,212,877,2,11,5.5,19.2,4,75.1,-0.908544118,5,-0.589969697,30.12552301,1.673640167,0.013582887,0.001393117,0.004527629,0.003482792,0.00812599,0.166270264,0.007500914,0.836820084,53.55648536,8.549,74.331,8.109,8,6.872,10,8.196,9,276,1,2,15,1982,5.095863,28,24,40,Low
2631,2,0,170,799,1,10,10,17,4.6,64.1,1.127233851,1,0,39.47368421,2.631578947,0.010093943,0.002784536,0.00348067,0.004872938,0.008121168,0.166171588,0.007496463,3.157894737,45.26315789,11.793,65.315,8.497,8.286,9.419,12,11.307,23,256,1,2,15,1982,5.095863,28,25,42,Low
2472,5,0,278,1.261,8,15,1.8,18.5,4.4,62.3,1.412639693,10,-0.417849207,32.61538462,2.461538462,0.015299239,0.0034771,0.0069542,0.00556336,0.008112932,0.166627142,0.00748886,0,46.46153846,13.817,55.512,12.522,12.696,8.243,16,13.247,35,409,1,2,15,1982,5.095863,28,11,15,High
2609,0,0,157,644,3,8,2.6,19.6,3.9,74.2,0.260211735,2,0,25.42372881,1.694915254,0.008687916,0.001737583,0.006950333,0.00312765,0.008108454,0.166535164,0.007484726,0,58.1920904,10.126,74.44,7.845,6.939,6.171,10.8,9.708,12,212,0,3,7,0,0,0,20,33,High
2637,10,0,704,3.024,5,29,7.2,24.2,4.1,67.1,6.012394288,2,0,28.69785082,2.654867257,0.037438123,0.014212621,0.011786076,0.016639166,0.008088501,0.166747552,0.007466308,1.517067004,54.61441214,11.473,67.999,9.704,9.784,7.311,12.4,11,64,970,0,3,7,0,0,0,30,53,Low
2440,7,0,562,2.618,6,22,3.6,25.5,4.5,57.9,0.572485479,8,0.129306523,33.07086614,2.047244094,0.02767649,0.012108464,0.013492289,0.018335674,0.008072554,0.167350246,0.007451588,1.102362205,50.70866142,13.257,54.166,12.447,12.932,9.199,15.2,12.71,66,843,0,3,7,0,0,0,10,14,High
1881,4,0,293,1.251,2,14,14,20.6,4.1,74.5,2.741962037,9,0,31.00303951,3.343465046,0.012441422,0.005529521,0.00345595,0.006911901,0.008064316,0.167179474,0.007443984,3.951367781,50.45592705,8.193,75.408,8.1,8.024,6.545,9.6,7.855,11,391,0,3,7,0,0,0,11,16,High
2575,7,0,220,926,7,10,1.4,22,4.1,71.4,-2.604981079,8,-0.122612186,29.62962963,1.646090535,0.009669076,0.004834538,0.007597131,0.004834538,0.008058242,0.167053566,0.007438378,4.115226337,55.55555556,9.889,71.988,8.858,8.615,6.578,11.2,9.481,14,300,0,3,7,0,0,0,14,22,High
2525,1,0,223,1.07,6,11,1.8,20.2,4.7,58.7,3.77514732,10,0,35.6,2.8,0.012766721,0.002760372,0.006555884,0.009316256,0.008052004,0.166924228,0.007432619,1.6,48.4,12.719,58.897,10.194,10.439,10.092,13.2,12.195,31,342,0,3,7,0,0,0,26,46,Low
2623,2,0,211,918,6,10,2,18.7,4.3,72.8,0.326632216,11,-0.570578231,30.17241379,1.724137931,0.010688513,0.003103117,0.003792698,0.003103117,0.008046222,0.166804381,0.007427282,2.586206897,51.72413793,9.643,71.621,8.561,8.723,7.59,10.8,9.245,13,286,0,3,7,0,0,0,37,68,Low
1575,4,0,325,1.342,7,15,2.1,21.6,4,72.1,1.205507761,10,0,29.16666667,1.111111111,0.016875196,0.005165876,0.008954186,0.00792101,0.008037268,0.166618752,0.007419017,1.388888889,49.72222222,9.889,73.202,8.465,7.806,6.13,10.8,9.481,21,431,0,3,7,0,0,0,8,11,High
1933,5,0,253,1.115,2,22,11,11.5,4.2,77.1,-3.362304088,7,0,30.81967213,1.967213115,0.012386926,0.00275265,0.005161219,0.004817138,0.008029698,0.166461806,0.007412028,3.606557377,45.24590164,8.983,77.662,5.632,4.152,6.125,8,8.612,21,354,0,3,7,0,0,0,8,11,High
2483,0,0,183,823,6,10,1.6,17.6,4.4,64.4,2.111029835,8,0,35.26570048,0.966183575,0.009971838,0.001719282,0.006189417,0.007564843,0.008024568,0.166355457,0.007407293,0.966183575,46.85990338,10.794,66.317,8.581,8.018,8.521,10.8,10.348,18,265,0,2,6,0,0,0,9,13,High
2191,3,0,232,970,13,27,2,8.5,4,88.3,4.063439293,10,0.251222808,26.42857143,2.142857143,0.009963342,0.004466326,0.004809889,0.002748508,0.008017639,0.16621182,0.007400897,3.214285714,45.35714286,7.662,89.366,3.021,0.782,3.373,6,7.346,17,310,0,2,6,0,0,0,10,15,High
2603,5,0,224,1.088,1,11,11,20.3,4.7,61.3,5.490619858,1,0,36.07843137,2.745098039,0.013388351,0.003432911,0.006179239,0.00652253,0.008011339,0.166081223,0.007395082,3.137254902,49.01960784,11.208,57.413,10.401,10.748,10.48,11.6,10.746,22,346,0,2,6,0,0,0,13,21,High
