Paragraphs,Sentences,Sentences per Paragraph,Nouns,Verbs,Adverbs,Adjectives,StopWords,BadgeCount,MemberSince,Past Reviews,Label
2,12,6,0.02361368,0.003373383,0.005622305,0.009557918,47.09897611,4,5,225,Low
10,34,3.4,0.056554435,0.016798347,0.023517686,0.026877355,54.60122699,4,5,225,Low
3,19,6.3,0.046904315,0.010609309,0.015634772,0.023452158,46.81238616,4,5,225,Low
5,8,1.6,0.005022686,0.000558076,0.003906533,0.00446461,49.10714286,4,5,225,Low
1,17,17,0.023959036,0.010029364,0.00891499,0.004457495,47.46835443,4,5,225,Low
6,8,1.3,0.023365526,0.008344831,0.014464373,0.010013797,53.02013423,4,5,225,Low
8,39,4.8,0.050998631,0.014412657,0.016075655,0.019955986,41.85733513,4,5,225,Low
1,14,14,0.024353255,0.011623144,0.009409212,0.007748763,54.24836601,4,5,225,Low
6,47,7.8,0.075955638,0.021465724,0.024768143,0.052838704,49.64221825,3,12,99,Low
5,16,3.2,0.024175559,0.007142779,0.012637224,0.016483335,47.09302326,3,12,99,Low
5,12,3,0.014270973,0.004391069,0.006586603,0.005488836,47.11538462,3,12,99,Low
8,18,2.2,0.037763317,0.009304006,0.019155306,0.026270134,50.2617801,3,12,99,Low
13,33,2.5,0.041453264,0.012545067,0.02836276,0.024544696,45.76757532,3,12,99,Low
1,6,6,0.013080373,0.002725078,0.005995171,0.003815109,50.64935065,3,12,99,Low
3,9,3,0.015240832,0.001632946,0.005443154,0.010886309,45.63492063,3,12,99,Low
3,6,2,0.017405399,0.001087837,0.002719594,0.004895268,44.80519481,3,12,99,Low
1,37,37,0.077892152,0.029750475,0.029750475,0.030291392,56.43656716,3,12,99,Low
5,9,2.2,0.008649116,0.003243419,0.00108114,0.001621709,50.3875969,3,12,99,Low
1,23,23,0.044184367,0.011315509,0.014548511,0.026941687,48.66562009,3,10,218,Low
9,13,1.4,0.016684158,0.003229192,0.005920185,0.01184037,43.27731092,3,10,218,Low
1,7,7,0.017743271,0.005376749,0.003763724,0.003226049,53.03030303,3,10,218,Low
3,11,3.6,0.031660174,0.004829518,0.00858581,0.013415328,43.24324324,3,10,218,Low
1,8,8,0.008044233,0.002681411,0.002145129,0.005362822,49.21875,3,10,218,Low
11,29,2.6,0.076861079,0.009607635,0.022951572,0.046970659,44.38722966,3,10,218,Low
4,60,15,0.054766551,0.010634282,0.029244275,0.020736849,49.25373134,3,10,218,Low
1,14,14,0.02653801,0.004246082,0.008492163,0.010615204,45.59585492,3,10,218,Low
4,10,2.5,0.022258023,0.004239624,0.008479247,0.011658965,58.4717608,4,9,0,Low
9,51,5.6,0.058542451,0.016349694,0.025843064,0.039028301,48.65403789,4,9,0,Low
1,5,5,0.007378946,0.001581203,0.00421654,0.00421654,52.98507463,4,9,0,Low
1,8,8,0.00948077,0.003160257,0.002106838,0.002633547,58.69565217,4,9,0,Low
5,12,2.4,0.023659804,0.00315464,0.006835054,0.015773202,47.43589744,4,9,0,Low
1,1,1,0.009980092,0.00787902,0.006303216,0.00787902,46.35416667,4,9,0,Low
4,12,3,0.008923135,0.003149342,0.003674232,0.003674232,47.74193548,4,9,0,Low
1,13,13,0.007343184,0.001573539,0.004720618,0.004196105,51.61290323,4,9,0,Low
1,3,3,0.007862913,0.001048388,0.002620971,0.004717748,40.8,0,8,0,Low
1,7,7,0.011521039,0.004713152,0.006807887,0.00733157,54.80769231,0,8,0,Low
7,7,1,0.018821364,0.00365971,0.006796604,0.014116023,47.73413897,2,8,0,Low
9,30,3.3,0.040130293,0.010423453,0.013550489,0.019283388,49.53560372,2,8,0,Low
3,7,2.3,0.00989604,0.000520844,0.005208442,0.005208442,43.38235294,2,8,0,Low
2,35,35,0.057570524,0.022820748,0.027488629,0.024376708,51.51515152,2,8,0,Low
4,17,4.2,0.030543361,0.004659157,0.009318314,0.00880063,50.24752475,2,8,0,Low
7,33,4.7,0.033564845,0.012393173,0.011360409,0.011360409,47.18693285,2,8,0,Low
3,6,2,0.007224464,0.000516033,0.003612232,0.005160331,37.93103448,2,8,0,Low
5,15,3,0.019074525,0.002062111,0.004639749,0.008248443,36.98630137,2,8,0,Low
5,29,5.8,0.042650059,0.012846403,0.022095814,0.020554245,49.71014493,2,6,0,Low
5,31,6.2,0.040991376,0.00922306,0.011272629,0.019470904,48.125,2,6,11,Low
1,10,10,0.010753459,0.000512069,0.002048278,0.005632764,48.55072464,10,6,11,Low
1,12,12,0.015858968,0.004604216,0.003581057,0.004604216,47.59615385,10,6,11,Low
1,11,11,0.028086302,0.00357462,0.009191881,0.009191881,58.06451613,10,6,11,Low
10,54,5.4,0.07469702,0.010671003,0.027439722,0.037602581,45.14652015,10,6,11,Low
2,6,3,0.009139747,0.001015527,0.002031055,0.005585401,42.85714286,10,6,11,Low
1,8,8,0.019269191,0.004056672,0.004563756,0.011155847,55.63636364,10,6,11,Low
3,10,3.3,0.013172294,0.00303976,0.002533133,0.005572893,56.25,10,6,11,Low
11,32,3.5,0.060576384,0.010096064,0.009591261,0.031802602,43.68556701,10,17,11,Low
1,5,5,0.013114357,0.001513195,0.004035187,0.008574772,44.57142857,10,17,13,Low
3,23,7.6,0.048792266,0.007042183,0.017102444,0.0231386,43.12080537,2,17,13,Low
3,21,7,0.029116758,0.006024157,0.011044288,0.017068444,47.93926247,2,17,13,Low
1,9,9,0.009029889,0.001504981,0.004013284,0.006521586,47.65100671,2,17,13,Low
2,9,4.5,0.010024309,0.002506077,0.008019447,0.008019447,51.79487179,2,17,13,Low
2,10,5,0.014518802,0.002503242,0.006508428,0.008010373,49.40239044,2,17,13,Low
1,28,28,0.049877551,0.011471837,0.021946122,0.018953469,48.60267315,2,17,13,Low
1,7,7,0.006479815,0.001993789,0.006479815,0.004984473,52.7027027,2,17,13,Low
3,12,4,0.017924538,0.000995808,0.008962269,0.008464365,47.30290456,2,17,13,Low
1,12,12,0.017403065,0.003480613,0.009944609,0.012430761,44.70198675,2,9,13,Low
6,22,3.6,0.02382335,0.005955837,0.011415355,0.007941117,52.98507463,2,9,951,Low
4,10,2.5,0.010908748,0.002975113,0.006446079,0.00446267,52.88461538,6,9,951,Low
3,14,4.6,0.029695767,0.008413801,0.00940366,0.013363095,39.14081146,6,9,951,Low
5,20,4,0.028149955,0.007407883,0.014321907,0.01284033,50.42553191,6,9,951,Low
9,11,1.8,0.018255108,0.001480144,0,0.010854388,29.25764192,6,9,951,Low
1,6,6,0.00493211,0.001479633,0.002466055,0.001479633,35.63218391,6,9,951,Low
1,6,6,0.006901583,0.002464851,0.004929702,0.00098594,51.40186916,6,9,951,Low
1,6,6,0.005913253,0.001971084,0.000492771,0.003942168,46.15384615,6,9,951,Low
3,36,12,0.034394823,0.016706057,0.017197412,0.027515858,43.82352941,6,9,951,Low
2,1,1,0.004421323,0.000491258,0.000982516,0.001965032,31.11111111,6,18,951,Low
3,15,5,0.017661517,0.005887172,0.010302552,0.008830759,49.5049505,6,18,0,Low
6,24,4,0.02545937,0.006364843,0.013219288,0.017136115,47.18162839,2,18,0,Low
6,11,2.2,0.021509161,0.004399601,0.012709959,0.012709959,50.95890411,2,18,0,Low
7,20,2.8,0.029272719,0.006830301,0.009757573,0.015124238,47.86324786,2,18,0,Low
7,76,10.8,0.076215442,0.017476152,0.026699677,0.029612369,46.61921708,2,18,0,Low
6,37,6.1,0.048842529,0.014024092,0.017892808,0.032884079,38.23529412,2,18,0,Low
5,7,1.4,0.00918176,0.003866004,0.004349255,0.004832505,49.68553459,2,18,0,Low
1,8,8,0.014959657,0.004825696,0.012546809,0.015442227,55.91054313,2,18,0,Low
3,9,3,0.011089094,0.003374942,0.007232018,0.005785614,50,2,18,0,Low
5,15,3,0.019737729,0.006739712,0.009146752,0.011072385,45.95375723,2,0,0,Low
3,15,5,0.028833539,0.007688944,0.012494534,0.01441677,48.98989899,2,17,0,High
7,33,4.7,0.072220123,0.019609437,0.021522553,0.052132407,44.89247312,2,17,0,High
5,31,6.2,0.051456995,0.017152332,0.016199424,0.026204951,48.65810968,2,17,0,High
8,33,4.1,0.052215603,0.008069684,0.022310303,0.018512805,47.61904762,2,17,0,High
7,35,5,0.040223548,0.009464364,0.017509074,0.02129482,47.19101124,2,17,0,Low
6,20,3.3,0.025030107,0.005194928,0.013223453,0.014167985,51.37420719,2,17,0,High
10,32,3.2,0.052221041,0.013643335,0.021170692,0.025875291,52.06703911,2,17,0,High
5,14,2.8,0.033333959,0.004694924,0.009389848,0.01971868,50,2,17,0,High
4,7,1.7,0.02109675,0.004688167,0.00421935,0.007501067,52.32198142,2,17,0,High
3,11,3.6,0.017796094,0.002341591,0.006556456,0.008898047,40.6504065,2,11,154,High
6,44,7.3,0.075041832,0.012118557,0.024237114,0.0279659,49.64028777,2,11,154,High
5,16,3.2,0.035350153,0.004651336,0.008372405,0.015349408,43.14516129,2,11,154,High
10,26,3.2,0.025066729,0.002785192,0.018103748,0.012997563,48.9539749,2,11,154,High
8,25,3.5,0.025946226,0.004169929,0.012509788,0.012509788,45.77777778,2,11,154,High
2,8,4,0.020352374,0.005550647,0.009251079,0.009713633,56.31313131,2,11,154,High
2,8,4,0.014326052,0.003234915,0.005545568,0.00646983,56.60377358,2,11,154,Low
2,15,7.5,0.017995902,0.002307167,0.005075767,0.016150169,32.28346457,2,11,154,High
1,11,11,0.009684828,0.001844729,0.003689458,0.004611823,46.71532847,2,11,154,High
5,16,3.2,0.023944265,0.008748866,0.0055256,0.011051199,58.5106383,2,11,154,High
4,6,1.5,0.012884404,0.001840629,0.003221101,0.00506173,46.75324675,2,12,0,High
2,8,4,0.007818393,0.001839622,0.006438676,0.002299527,50.78125,2,12,0,High
6,27,4.5,0.049520613,0.004585242,0.021092113,0.023384734,50.70422535,2,12,0,High
4,12,3,0.010993793,0.005496897,0.005954971,0.006871121,58.94308943,2,12,0,High
5,26,5.2,0.033369445,0.00639962,0.010056545,0.010056545,45.59386973,2,12,0,High
1,6,6,0.00731091,0.001370796,0.001827728,0.002741591,53.46534653,2,12,0,High
1,13,13,0.012779786,0.007302735,0.008215577,0.006389893,54.64684015,2,12,0,High
2,4,2,0.005930116,0.003193139,0.005473953,0.003193139,58.20895522,2,12,0,High
7,24,3.4,0.033230002,0.010924932,0.010014521,0.014111371,43.19066148,2,12,0,High
4,30,10,0.030426885,0.005449591,0.015440509,0.019073569,46.56616415,0,16,0,High
4,20,5,0.04076087,0.007246377,0.016304348,0.017210145,46.11940299,0,16,0,Low
8,18,2.2,0.020796412,0.006329343,0.010398206,0.010850302,54.1567696,0,16,0,High
8,32,4,0.018507651,0.002708437,0.009930935,0.007222498,40.29126214,0,16,0,High
2,4,2,0.009021566,0.00270647,0.002255392,0.006315096,45.40229885,0,16,0,High
1,15,15,0.01532201,0.004506474,0.004506474,0.012618126,47.52066116,0,16,0,High
1,21,21,0.016649867,0.003149975,0.010349917,0.012149903,52.36768802,0,16,0,High
5,19,4.7,0.013933398,0.004494645,0.007640896,0.009438754,50.84745763,0,16,0,High
1,7,7,0.00539115,0.002246313,0.002695575,0.003144838,53.15315315,0,3.9,0,High
8,44,5.5,0.05326935,0.017010381,0.027306138,0.021934438,53.71809101,0,3.9,0,High
4,7,1.7,0.013416156,0.002683231,0.004472052,0.003577642,50,0,3.9,0,High
12,40,3.3,0.049450256,0.011582943,0.015146925,0.032521339,45.35752401,0,3.9,0,High
1,7,7,0.01157495,0.00044519,0.001780762,0.004897094,42.01183432,0,3.9,0,High
3,8,2.6,0.011568924,0.003559669,0.004004628,0.004004628,56.8,0,3.9,0,High
5,20,4,0.015109969,0.003999698,0.007554985,0.009332628,49.52076677,0,3.9,0,High
15,62,4.1,0.087518067,0.014586345,0.026520626,0.040664961,44.80755265,0,3.9,0,High
2,5,2.5,0.003534459,0.001325422,0.002209037,0.004859881,41.88034188,0,3.9,0,High
11,34,3.7,0.027324933,0.011458843,0.012340292,0.014543916,41.25,0,3.9,34,High
6,31,6.2,0.050091395,0.006590973,0.014939539,0.023288105,46.47887324,2,1.3,34,High
7,41,5.8,0.057750108,0.011375021,0.028000053,0.031062558,51.30597015,2,1.3,34,High
1,5,5,0.008307173,0.004372196,0.005246636,0.004809416,46.66666667,2,1.3,34,High
6,14,2.3,0.017028932,0.002619836,0.008732785,0.008296146,44.24778761,2,6,34,High
2,14,7,0.022662001,0.011766808,0.011766808,0.012638423,55.53235908,2,6,34,High
6,30,5,0.020879733,0.007394905,0.010874861,0.008264894,50.83682008,2,6,34,High
1,8,8,0.007825543,0,0.005217028,0.003912771,43.88489209,2,6,34,High
2,25,12.5,0.048973931,0.010401543,0.019502893,0.020369688,50.18820577,2,6,34,High
6,5,1,0.02292814,0.009084735,0.013843405,0.012112979,52.05479452,14,6,34,Low
2,5,2.5,0.010376808,0.001297101,0.002594202,0.002161835,45.69536424,14,6,0,High
5,7,1.7,0.070176345,0.006457946,0.006457946,0.0318592,36.63003663,14,6,0,High
5,2,1,0.004303704,0.001291111,0.001291111,0.002151852,53.68421053,14,6,0,High
2,5,2.5,0.004302722,0.001290817,0.002151361,0.001290817,49.15254237,14,14,0,High
2,6,3,0.002580923,0.001290461,0.002150769,0.000860308,47.2972973,14,14,0,High
1,0,0,0.006020107,0.000430008,0.001720031,0.002150038,60.75949367,14,14,0,High
1,8,8,0.011172992,0.003008113,0.002578383,0.004727035,53.79746835,14,14,0,High
1,7,7,0.013740569,0.001288178,0.004293928,0.004293928,53.11004785,14,14,0,High
1,17,17,0.016302226,0.00214503,0.008580119,0.007293101,43.56846473,14,14,0,High
1,8,8,0.017140164,0.001714016,0.005999057,0.009855594,55.4770318,2,14,0,High
1,9,9,0.0064239,0.00085652,0.00385434,0.0021413,50.32679739,2,14,0,High
1,15,15,0.013263224,0.002567076,0.003422767,0.005561997,48.33333333,2,14,0,High
15,44,3.1,0.035844435,0.004267195,0.018348937,0.014935181,45.53191489,2,14,0,High
1,15,15,0.01235957,0.005540497,0.008950033,0.011933378,46.76923077,2,13,0,High
9,40,5,0.041642411,0.010198141,0.01997136,0.02167105,47.44897959,2,13,0,High
1,1,1,0.003398341,0.001274378,0.001274378,0.005097511,46.57534247,2,13,0,High
1,3,3,0.002123422,0.00297279,0.003822159,0.001274053,68.25396825,2,13,0,High
2,9,9,0.00679071,0.002122097,0.004244194,0.005517452,50.93167702,2,13,0,High
16,21,1.7,0.014836041,0.002543321,0.007629964,0.011444946,39.70149254,2,13,0,High
1,5,5,0.007203634,0.000423743,0.00127123,0.002118716,41.37931034,2,13,0,High
1,5,5,0.007200125,0.001694147,0.002541221,0.003388294,53.07692308,2,13,0,High
5,12,2.4,0.010158085,0.002539521,0.005502296,0.004232536,47.64705882,2,0,0,High
3,4,1.3,0.005077538,0.002115641,0.001692513,0.001692513,43.20987654,3,15,0,High
1,3,3,0.005075112,0.00211463,0.002960482,0.003806334,56.4516129,3,15,0,High
9,25,2.7,0.013090719,0.009712469,0.01689125,0.006334219,52.27817746,3,15,0,High
1,7,7,0.006331598,0.00126632,0.003798959,0.005909492,41.28440367,3,15,0,High
1,9,9,0.004219641,0.001687856,0.001687856,0.002531784,37.36263736,3,15,0,High
4,15,3.7,0.015175978,0.004215549,0.006323324,0.004215549,54.50980392,3,15,0,High
1,9,9,0.005898661,0.002527998,0.004213329,0.002949331,54.07407407,3,15,0,High
2,5,2.5,0.004212176,0.00168487,0.001263653,0.005054611,47.94520548,3,15,0,High
1,5,5,0.002526646,0.00168443,0.002105538,0.001263323,60.29411765,2,14,0,High
5,7,1.4,0.006313849,0,0.002104616,0.004209233,50,2,14,0,High
1,2,2,0.0021042,0.00084168,0.00126252,0.00168336,56.8627451,2,14,0,High
1,9,9,0.005888662,0.002523712,0.004206187,0.002944331,54.07407407,2,14,0,High
2,5,2.5,0.004205038,0.001682015,0.001261511,0.005046045,47.94520548,2,14,0,High
1,9,9,0.015964575,0.004201204,0.004621324,0.008402408,50.82644628,2,14,0,High
8,12,1.5,0.012170658,0.003357423,0.005455812,0.006295168,57.40740741,2,14,0,High
4,8,2.6,0.005453409,0.002097465,0.002097465,0.003355944,50,2,14,0,High
1,9,9,0.010899457,0.002934469,0.004611309,0.002515259,51.08695652,2,14,0,High
1,3,3,0.004191396,0,0.00041914,0,55.55555556,2,18,0,High
4,10,3.3,0.022187058,0.007535227,0.007535227,0.010465593,48.42767296,2,18,0,High
1,9,9,0.004184836,0.001673934,0.001673934,0.002510901,37.36263736,2,18,0,High
6,20,3.3,0.018810822,0.00250811,0.007524329,0.008778383,43.79084967,2,18,0,High
1,7,7,0.003760702,0.001671423,0.001253567,0.003342847,49.03846154,2,18,0,High
1,7,7,0.008768926,0.003758111,0.002505408,0.004593247,45.02617801,2,18,0,High
1,9,9,0.015853216,0.004171899,0.004589089,0.008343798,50.82644628,2,18,0,High
4,8,2.6,0.005421094,0.002085036,0.002085036,0.003336058,50,0,15,0,High
6,20,3.3,0.018744533,0.002499271,0.007497813,0.008747449,43.79084967,0,15,0,High
1,3,3,0.00333182,0.000832955,0.000832955,0.000832955,41.30434783,2,15,0,High
1,7,7,0.003746846,0.001665265,0.001248949,0.00333053,49.03846154,2,15,0,High
1,9,9,0.010816973,0.002912262,0.004576412,0.002496224,51.08695652,2,15,0,High
1,9,9,0.015795162,0.004156621,0.004572284,0.008313243,50.82644628,2,15,0,High
3,8,4,0.010798284,0.002491912,0.004983823,0.007060416,51.10132159,2,15,0,High
8,12,1.5,0.012031697,0.003319089,0.005393519,0.006223292,57.40740741,2,15,0,High
1,6,6,0.004976073,0.002902709,0.004146728,0.002902709,50.73529412,2,13,0,High
3,8,2.6,0.007873918,0.003729751,0.0024865,0.00124325,51.74418605,2,13,0,High
6,14,2.3,0.01035141,0.002070282,0.002898395,0.00455462,46.61016949,3,13,0,High
1,5,5,0.006207838,0.000827712,0.002896991,0.003724703,48.57142857,3,13,0,High
2,5,5,0.007860139,0.002482149,0.003309532,0.002482149,56.36363636,3,13,0,High
2,12,6,0.006202499,0,0.004134999,0.0037215,40.76923077,3,13,0,High
1,3,3,0.002894045,0.00082687,0.00082687,0.000413435,47.61904762,3,13,0,High
4,11,2.7,0.003305184,0.002478888,0.003718332,0.00413148,46.31578947,3,13,0,High
1,4,4,0.003304215,0.000826054,0.001652107,0.003304215,51.2195122,3,13,0,High
1,6,6,0.004953785,0.002889708,0.004128154,0.002889708,50.73529412,3,16,0,High
4,11,2.7,0.003300235,0.002475176,0.003712764,0.004125293,46.31578947,3,16,0,High
1,4,4,0.003299268,0.000824817,0.001649634,0.003299268,51.2195122,2,16,0,High
1,6,6,0.004946373,0.002885384,0.004121978,0.002885384,50.73529412,2,16,0,High
5,10,2,0.010709681,0.003295287,0.003295287,0.003295287,50.53763441,2,16,0,High
3,7,2.3,0.008232519,0.005351138,0.003704634,0.002469756,50.82872928,2,16,0,High
2,7,3.5,0.007816871,0.002057071,0.002468486,0.004525557,48.20143885,2,16,0,High
3,9,4.5,0.009046387,0.002467197,0.001644798,0.003700795,39.58333333,2,16,0,High
7,19,2.7,0.022576977,0.012725205,0.011904224,0.006567848,60.34482759,2,7,0,High
1,3,3,0.009024419,0.002051004,0.001640804,0.003281607,51.30890052,2,7,0,High
1,3,3,0.006149482,0.001639862,0.005329551,0.004919585,51.03448276,11,7,0,High
1,8,8,0.012291052,0.003277614,0.002048509,0.004916421,49.4047619,11,7,0,High
1,11,11,0.010237175,0.001637948,0.003275896,0.002456922,52.14285714,11,7,0,High
1,9,9,0.013094522,0.004092038,0.006138057,0.002864427,48.61878453,11,7,0,High
2,8,4,0.009406914,0.000817993,0.001226989,0.007361933,34.75177305,11,7,0,High
1,4,4,0.0106286,0.000408792,0.002861546,0.004087923,49.64539007,11,7,0,High
1,9,9,0.00694592,0.003677252,0.003268668,0.004494419,52.14285714,11,7,0,High
1,14,14,0.006942006,0.00122506,0.004083533,0.006533652,45.22292994,11,3.7,0,High
1,9,9,0.007754532,0.000408133,0.004081333,0.0012244,56.25,11,3.7,0,High
5,5,1.2,0.006119277,0.001631807,0.004079518,0.002039759,51.23966942,3,3.7,0,High
1,10,10,0.011821102,0.003668618,0.006114363,0.006521987,43.55555556,3,3.7,0,High
12,41,3.4,0.060081516,0.010554861,0.023139503,0.023139503,43.95017794,3,3.7,0,High
5,24,4.8,0.028368909,0.003647431,0.009726483,0.011752834,48.91774892,3,3.7,0,High
1,31,31,0.037191102,0.015765793,0.0181913,0.012127533,49.21540656,3,3.7,0,High
1,8,8,0.006060851,0.002828397,0.003636511,0.002020284,51.5625,3,3.7,0,High
11,52,4.7,0.059554947,0.012876745,0.025753491,0.031387067,44.53125,3,3.2,0,High
1,11,11,0.013267665,0.002010252,0.004020505,0.006834858,37.05179283,3,3.2,0,High
1,6,6,0.008439022,0.001205575,0.000401858,0.002411149,54.4,8,3.2,0,High
6,46,7.6,0.044060098,0.011215298,0.020427864,0.018825678,56.43243243,8,3.2,0,High
1,11,11,0.010408368,0.001200966,0.003602897,0.002401931,49.66887417,8,3.2,0,High
5,8,1.6,0.008002337,0.002000584,0.003200935,0.002000584,53.06122449,8,3.2,0,High
5,6,1.5,0.00959597,0.00199916,0.004797985,0.00199916,55.85106383,8,3.2,0,High
1,12,12,0.011988156,0.003996052,0.002797236,0.007992104,52.43902439,8,3.2,0,High
2,16,8,0.01517172,0.002395535,0.005988837,0.004791069,54.43548387,8,3.2,0,High
1,6,6,0.007183048,0.001596233,0.00438964,0.002793408,49.6350365,8,5,0,High
10,37,3.7,0.054862704,0.009938896,0.021468015,0.021070459,44.54976303,8,5,0,High
1,9,9,0.011125592,0.001192028,0.004768111,0.004370768,47.94520548,3,5,0,High
6,28,4.6,0.037635239,0.015846417,0.018223379,0.017431058,48.71481028,3,5,0,High
1,9,9,0.007523173,0.002375739,0.002771695,0.003959565,45.20547945,3,5,0,High
2,14,7,0.008706217,0.000791474,0.003165897,0.000791474,47.43589744,3,5,0,High
1,5,5,0.007514723,0.000791023,0.004746141,0.005932676,45.625,3,5,0,High
1,5,5,0.009882048,0.001581128,0.004348101,0.002371691,49.375,3,5,0,High
2,13,6.5,0.010268238,0.005529051,0.006713848,0.004344255,61.82572614,3,5,0,High
5,6,1.2,0.008683811,0.002368312,0.002368312,0.002368312,52.66666667,3,0,0,High
1,1,1,0.013411329,0.003155607,0.003155607,0.005916763,57.62711864,4,4.2,0,High
4,14,3.5,0.01103657,0.000788326,0.003547469,0.003547469,41.86046512,4,4.2,0,High
2,7,3.5,0.008273417,0.001575889,0.002363833,0.001969861,51.85185185,4,4.2,0,High
1,9,9,0.018102824,0.006296634,0.003541857,0.004328936,53.37837838,4,4.2,0,High
10,30,3,0.027100058,0.003927545,0.010211616,0.017281196,44.22382671,4,4.2,0,High
13,22,1.6,0.020396236,0.003530118,0.008629177,0.009413647,47.89473684,2,7,0,High
9,23,3.2,0.031710735,0.008221302,0.011744717,0.011353226,41.37931034,2,7,0,High
9,22,2.7,0.023052188,0.009767876,0.021880043,0.013675027,54.14462081,2,7,0,High
7,25,3.5,0.033913501,0.010135069,0.018710897,0.016761845,47.36070381,2,7,0,High
5,6,1.2,0.018683877,0.005449464,0.009341938,0.011677423,53.02663438,2,7,0,High
5,16,3.2,0.021378152,0.004664324,0.008551261,0.01166081,40.56603774,2,7,0,High
1,12,12,0.010486699,0.001553585,0.005437548,0.004660755,44.44444444,2,7,0,High
11,49,4.9,0.062674822,0.011219567,0.02630795,0.031724293,42.85714286,2,7,0,High
4,21,5.2,0.025876019,0.006179348,0.010427649,0.013903533,47.8,2,7,0,High
1,38,38,0.041621384,0.006936897,0.010405346,0.017342243,43.98073836,2,7,0,High
9,72,9,0.056427126,0.0191929,0.025718486,0.02111219,47.85223368,4,12,0,High
5,11,2.2,0.010355779,0.001150642,0.0072874,0.007670947,49.15966387,4,12,0,High
8,24,3,0.023357508,0.009572749,0.010338569,0.009189839,52.7607362,4,12,0,High
16,61,3.8,0.056859161,0.019080255,0.01869865,0.019080255,48.63221884,4,12,0,High
6,11,1.8,0.015250412,0.004575124,0.006100165,0.005718904,52.09125475,4,12,0,High
4,15,3.7,0.014092124,0.006093892,0.00418955,0.01066431,40.72847682,4,12,0,High
3,45,15,0.042123319,0.009107745,0.010246213,0.02352834,26.69683258,4,12,0,High
5,14,2.8,0.023113502,0.006820378,0.010230567,0.012504026,47.03196347,4,12,0,Low
12,24,2,0.038572514,0.007563238,0.00983221,0.017017286,44.31239389,4,12,0,High
10,42,4.2,0.031700745,0.007547796,0.009812135,0.018114711,44.14125201,4,12,0,High
1,7,7,0.013952471,0.003016751,0.006033501,0.00490222,62.78026906,8,17,121,High
1,20,20,0.014690815,0.006027001,0.008287126,0.006027001,47.27272727,8,17,121,High
6,13,2.1,0.015427337,0.005644148,0.006396701,0.006396701,50.46728972,8,17,121,High
7,30,4.2,0.020657277,0.010140845,0.015774648,0.012018779,47.53521127,8,17,121,High
4,6,1.5,0.006381645,0.001876954,0.001876954,0.003753909,52.34899329,8,17,121,High
5,22,4.4,0.027368192,0.003749067,0.003749067,0.011622109,33.00733496,8,17,121,High
7,40,5.7,0.040736699,0.009717011,0.020928946,0.016444172,51.53846154,8,17,121,High
1,34,34,0.024256537,0.007090372,0.008583082,0.010075792,47.41573034,8,17,121,High
6,26,5.2,0.040213579,0.008191655,0.014893918,0.020479137,43.62519201,8,17,121,Low
7,17,3.4,0.013019719,0.002231952,0.006695856,0.006323864,44.82758621,8,17,121,High
2,17,8.5,0.0152345,0.005202024,0.004458878,0.008917756,41.51515152,2,14,126,High
4,13,3.2,0.018926813,0.004824482,0.008164507,0.009277849,48.47645429,2,14,126,High
4,53,13.2,0.034800637,0.011847025,0.014808782,0.014438562,45.6284153,2,14,126,Low
7,26,3.7,0.050212665,0.005538162,0.00959948,0.017352906,45.64676617,2,14,126,High
11,27,2.4,0.026544464,0.00589877,0.008110808,0.012534886,41.93548387,2,14,126,High
14,29,2.6,0.039714643,0.013238214,0.011767302,0.015812312,46.23376623,2,14,126,Low
4,15,3.7,0.015793089,0.003672811,0.011385715,0.00661106,52.58855586,2,14,126,Low
4,9,2.2,0.013210961,0.001834856,0.004036682,0.004770625,49.40239044,2,14,126,High
3,4,2,0.008070107,0.001834115,0.002934584,0.001834115,42.85714286,2,14,126,High
17,69,4.3,0.062859064,0.01169471,0.023754879,0.019369363,51.76056338,2,14,126,Low
4,7,1.7,0.011685997,0.001825937,0.006208186,0.005112624,49.33920705,3,11,557,High
6,14,2.3,0.020420889,0.004011246,0.007293175,0.010210445,56.60377358,3,11,557,High
2,9,4.5,0.011298323,0.002915696,0.002551234,0.003280158,44.84848485,3,11,557,Low
6,31,5.1,0.038894382,0.007269978,0.014539956,0.020355938,43.4079602,3,11,557,High
4,13,3.2,0.015252151,0.004720904,0.005447197,0.009804954,51.37931034,3,11,557,High
1,8,8,0.017414461,0.003990814,0.004353615,0.010158435,54.01459854,3,11,557,Low
5,17,3.4,0.01304901,0.00289978,0.007974395,0.006524505,47.29241877,3,11,557,High
5,14,2.8,0.017376698,0.005430218,0.009774393,0.011222451,51.70603675,3,11,557,High
5,0,0,0.010492192,0.001447199,0.001808999,0.003979797,53.10734463,3,11,557,High
5,13,2.6,0.009760471,0.005422484,0.006145482,0.005422484,51.14503817,3,11,557,High
6,43,7.1,0.051872825,0.010086383,0.021253449,0.026656868,41.53052451,2,10,0,High
6,29,4.8,0.020504187,0.007194452,0.010431955,0.009352787,46.93877551,2,10,0,High
1,4,4,0.008988764,0.003235955,0.003235955,0.002876404,49.33333333,2,10,0,High
8,26,4.3,0.018313111,0.002872645,0.007899773,0.00574529,43.33333333,2,10,0,High
15,37,2.6,0.032601063,0.00931459,0.017196165,0.015046645,45.59023066,2,10,0,Low
8,39,4.8,0.056035206,0.016061046,0.014633398,0.029266795,44.02079723,2,10,0,High
